Description,Manufacturer,Brand Name,Strength,Label Size,Pack Quantity,Min Price
SPIRIVA RSPMT IN 2.5MCG 4GM 60INH,BOEHRINGER INGELHEIM,,2.5MCG,4 GM,1,522.12
SPIRONOLACT/HCTZ TB 25-25MG 100,SUN PHARMACEUTICAL CS,ALDACTAZIDE,25-25MG,100 EA,1,40.67
SPIRONOLACT/HCTZ TB 25-25MG 500,SUN PHARMACEUTICAL CS,ALDACTAZIDE,25-25MG,500 EA,1,211.67
SPIRONOLACTONE SS 25MG/5ML 118ML,AMNEAL PHARMACEUTICALS LLC CS,CAROSPIR,25MG/5ML,118 ML,1,129.77
SPIRONOLACTONE SS 25MG/5ML 473ML,AMNEAL PHARMACEUTICALS LLC CS,CAROSPIR,25MG/5ML,473 ML,1,635.47
SPIRONOLACTONE TB 100MG 100,ZYDUS PHARMA USA INC CS,ALDACTONE,100MG,100 EA,1,14.37
SPIRONOLACTONE TB 100MG 500,ZYDUS PHARMA USA INC CS,ALDACTONE,100MG,500 EA,1,52.47
SPIRONOLACTONE TB 25MG 100,ZYDUS PHARMA USA INC CS,ALDACTONE,25MG,100 EA,1,4.17
SPIRONOLACTONE TB 25MG 1000,ZYDUS PHARMA USA INC CS,ALDACTONE,25MG,1000 EA,1,36.47
SPIRONOLACTONE TB 25MG 500,ZYDUS PHARMA USA INC CS,ALDACTONE,25MG,500 EA,1,19.67
SPIRONOLACTONE TB 50MG 100,ZYDUS PHARMA USA INC CS,ALDACTONE,50MG,100 EA,1,8.37
SPIRONOLACTONE TB 50MG 500,ZYDUS PHARMA USA INC CS,ALDACTONE,50MG,500 EA,1,36.17
SPRINTEC TB 0.25-0.035MG 6X28,TEVA PHARMA CS,ORTHO CYCLEN,0.25-0.035MG,6X28EA,6,12.57
SSD CR 1% 400GM JAR,DR REDDYS LABS INC CS,SSD,1%,400 GM,1,36.17
SSD CR 1% 50GM JAR,DR REDDYS LABS INC CS,SSD,1%,50 GM,1,6.67
SSD CR 1% 50GM TUBE,DR REDDYS LABS INC CS,SSD,1%,50 GM,1,6.67
SSD CR 1% 85GM TUBE,DR REDDYS LABS INC CS,SSD,1%,85 GM,1,12.37
STMCH RLF LQ525MG/15ML237ML AF SF,MAJOR RUGBY LABS CHLC,,525MG/15ML,237 ML,1,2.27
STMCH RLF LQ525MG/15ML237ML AF SF,MAJOR RUGBY LABS NLC,,525MG/15ML,237 ML,1,2.27
STMCH RLF LQ525MG/30ML237ML AF SF,MAJOR RUGBY LABS CHLC,,525MG/30ML,237 ML,1,2.22
STMCH RLF LQ525MG/30ML237ML AF SF,MAJOR RUGBY LABS NLC,,525MG/30ML,237 ML,1,2.22
STOOL SOFTENER GC 100MG 1000 SFG,MAJOR PHARMACEUTICALS CS CHLC,,100MG,1000 EA,1,13.17
STOOL SOFTENER GC 250MG 1000 SFG,MAJOR PHARMACEUTICALS CS CHLC,,250MG,1000 EA,1,27.42
STOOL SOFTENER GC 250MG 1000 SFG,MAJOR PHARMACEUTICALS CS NLC,,250MG,1000 EA,1,27.42
STOOL SOFTENER LQ 50MG/5ML 473ML,MAJOR RUGBY LABS CHLC,,50MG/5ML,473 ML,1,7.88
STOOL SOFTENER LQ 50MG/5ML 473ML,MAJOR RUGBY LABS NLC,,50MG/5ML,473 ML,1,7.88
STRESS FORMULA TB 60,MAJOR PHARMACEUTICALS CS,,NOT AVAILABLE,60 EA,1,2.41
SUCRALFATE SS1GM/10ML 420ML ORAL,ZYDUS PHARMA USA INC CS,CARAFATE,1GM/10ML,420 ML,1,54.07
SUCRALFATE TB 1GM 100,MYLAN PHARM CS,CARAFATE,1GM,100 EA,1,17.17
SUCRALFATE TB 1GM 100,TEVA PHARMA CS,CARAFATE,1GM,100 EA,1,13.37
SUCRALFATE TB 1GM 500,MYLAN PHARM CS,CARAFATE,1GM,500 EA,1,79.87
SUCRALFATE TB 1GM 500,TEVA PHARMA CS,CARAFATE,1GM,500 EA,1,62.07
SULFACETAMIDE DR 10% 15ML OPTH,BAUSCH LOMB AMERICAS CS,SODIUM SULAMYD,10%,15 ML,1,26.97
SULFACETAMIDE SODIUM LT 10% 118ML,PADAGIS US LLC RX CS,KLARON,10%,118 ML,1,51.97
SULFACET/SULF LQ 10-5% 170.3GM,ACELLA PHARMACEUTICALS CS,PLEXION TS,10-5%,170.3 GM,1,16.87
SULFACET/SULF LQ 10-5% 340.2GM,ACELLA PHARMACEUTICALS CS,PLEXION TS,10-5%,340.2 GM,1,35.47
SULFACET/SULF LQ 9-4.5% 454GM WSH,ACELLA PHARMACEUTICALS CS,SUMADAN,9-4.5%,454 GM,1,51.97
SULFACET/SULF LT 10-5% 25GM,CINTEX SERVICES LLC CS,PLEXION TS,10-5%,25 GM,1,108.17
SULFACET/SULF LT 10-5% 30GM,CINTEX SERVICES LLC CS,PLEXION TS,10-5%,30 GM,1,103.67
SULFACET/SULF LT 10-5% 60GM,CINTEX SERVICES LLC CS,PLEXION TS,10-5%,60 GM,1,202.67
SULFACET/SULF SS 10-5% 30GM,BIOCOMP PHARMA INC CS,PLEXION TS,10-5%,30 GM,1,139.87
SULFASALAZINE DR TB 500MG 100,MYLAN PHARM CS,AZULFIDINE EN-TAB,500MG,100 EA,1,21.37
SULFASALAZINE DR TB 500MG 300 EC,MYLAN PHARM CS,AZULFIDINE EN-TAB,500MG,300 EA,1,63.47
SULFASALAZINE TB 500MG 100,MYLAN PHARM CS,AZULFIDINE,500MG,100 EA,1,20.17
SULFASALAZINE TB 500MG 100,TEVA PHARMA CS,AZULFIDINE,500MG,100 EA,1,19.87
SULFASALAZINE TB 500MG 1000,TEVA PHARMA CS,AZULFIDINE,500MG,1000 EA,1,194.87
SULFASALAZINE TB 500MG 300,MYLAN PHARM CS,AZULFIDINE,500MG,300 EA,1,59.97
SULFA/TMP SS 200-40/5ML 473ML,ANI PHARMACEUTICALS INC CS,BACTRIM,200-40MG/5ML,473 ML,1,23.27
SULFA/TMP TB 400-80MG 100,AMNEAL PHARMACEUTICALS LLC CS,BACTRIM,400-80MG,100 EA,1,5.67
SULFA/TMP TB 400-80MG 500,AMNEAL PHARMACEUTICALS LLC CS,BACTRIM,400-80MG,500 EA,1,20.67
SULFA/TMP TB 800-160MG 100,AMNEAL PHARMACEUTICALS LLC CS,BACTRIM DS,800-160MG,100 EA,1,5.27
SULFA/TMP TB 800-160MG 500,AMNEAL PHARMACEUTICALS LLC CS,BACTRIM DS,800-160MG,500 EA,1,24.37
SULFA/TMP TB 800-160MG 500,AUROBINDO PHARMA USA CS,BACTRIM DS,800-160MG,500 EA,1,26.87
SULFA/TMP TB 800-160MG 500 DS,RISING PHARMA HOLDINGS INC CS,BACTRIM DS,800-160MG,500 EA,1,22.17
SULINDAC TB 150MG 500,TEVA PHARMA CS,CLINORIL,150MG,500 EA,1,89.17
SULINDAC TB 200MG 100,EPIC PHARMA LLC CS,CLINORIL,200MG,100 EA,1,17.07
SULINDAC TB 200MG 500,EPIC PHARMA LLC CS,CLINORIL,200MG,500 EA,1,100.87
SUMATRIP/NAPROX TB85-500MG 9 CPLT,AUROBINDO PHARMA USA CS,TREXIMET,85-500MG,9 EA,1,151.07
SUMATRIPTAN SN 20MG 6UD NSL,LANNETT CO INC CS,IMITREX,20MG,6 EA,1,245.07
SUMATRIPTAN SN 20MG 6UD NSL,PADAGIS US LLC RX CS,IMITREX,20MG,6 EA,1,82.37
SUMATRIPTAN SN 5MG 6UD NSL,PADAGIS US LLC RX CS,IMITREX,5MG,6 EA,1,94.07
SUMATRIPTAN SUCC SD 6/0.5 5X0.5ML,EUGIA US LLC CS,IMITREX,6MG/0.5ML,5X0.5ML,5,34.97
SUMATRIPTAN SUCC SY 6/0.5 2X0.5ML,DR REDDYS LABS INC CS,IMITREX,6MG/0.5ML,2X0.5ML,2,58.07
SUMATRIPTAN SUCC TB 100MG9UD CPLT,AUROBINDO PHARMA USA CS,IMITREX,100MG,9 EA,1,2.97
SUMATRIPTAN SUCC TB 25MG 9UD,AUROBINDO PHARMA USA CS,IMITREX,25MG,9 EA,1,2.47
SUMATRIPTAN SUCC TB 50MG 9UD CPLT,AUROBINDO PHARMA USA CS,IMITREX,50MG,9 EA,1,2.77
SUNITINIB MALATE CP 12.5MG 28,DR REDDYS LABS INC CS,SUTENT,12.5MG,28 EA,1,765.37
SUNITINIB MALATE CP 25MG 28,DR REDDYS LABS INC CS,SUTENT,25MG,28 EA,1,1489.67
SUNITINIB MALATE CP 37.5MG 28,DR REDDYS LABS INC CS,SUTENT,37.5MG,28 EA,1,2430.17
SUNITINIB MALATE CP 50MG 28,DR REDDYS LABS INC CS,SUTENT,50MG,28 EA,1,3150.27
SUPREP BOWEL PREP SL 2X177ML BRY,BRAINTREE LABS INC,,1.6-3.13-17.5GM/6OZ,2X177ML,1,117.96
SURE COMFORT SY 28GX1/2N 1ML 100,ALLISON MEDICAL,,NOT AVAILABLE,100 EA,1,10.34
SURE COMFORT SY 29GX1/2N 1ML 100,ALLISON MEDICAL,,NOT AVAILABLE,100 EA,1,10.34
SURE COMFT SY 30GX5/16N 0.3ML 100,ALLISON MEDICAL,,NOT AVAILABLE,100 EA,1,11.08
SURE COMFT SY 31GX5/16N 0.3ML 100,ALLISON MEDICAL,,NOT AVAILABLE,100 EA,1,12.18
SURE COMFT SY 31GX5/16N 0.5ML 100,ALLISON MEDICAL,,NOT AVAILABLE,100 EA,1,12.18
SYMBICORT IN 160-4.5MCG10.2GM INH,ASTRAZENECA,,160-4.5MCG,10.2 GM,1,231.94
SYMBICORT IN 80-4.5MCG 10.2GM INH,ASTRAZENECA,,80-4.5MCG,10.2 GM,1,202.92
SYNTHROID TB 100MCG 90,ABBVIE US LLC,,100MCG,90 EA,1,147.53
TAB-A-VITE MULTIVITAMIN TB 1000,MAJOR RUGBY LAB CS NLC,,NOT AVAILABLE,1000 EA,1,13.9
TAB-A-VITE MULTIVITAMIN TB 1000,MAJOR RUGBY LABS CS CHLC,,NOT AVAILABLE,1000 EA,1,13.9
TAB-A-VITE TB 1000,MAJOR PHARMACEUTICALS CS CHLC,,NOT AVAILABLE,1000 EA,1,10.18
TAB-A-VITE TB 100 W/IRON BTA CAR,MAJOR RUGBY LAB CS,,NOT AVAILABLE,100 EA,1,1.88
TAB-A-VITE W/IRON TB 100,MAJOR RUGBY LAB CS NLC,,NOT AVAILABLE,100 EA,1,1.72
TAB-A-VITE W/IRON TB 100,MAJOR RUGBY LABS CS CHLC,,NOT AVAILABLE,100 EA,1,1.72
TACROLIMUS CP 0.5MG 100,ACCORD HEALTHCARE INC CS,PROGRAF,0.5MG,100 EA,1,11.47
TACROLIMUS CP 0.5MG 100,ASCEND LABORATORIES CS,PROGRAF,0.5MG,100 EA,1,28.97
TACROLIMUS CP 0.5MG 100,BIOCON PHARMA INC CS,PROGRAF,0.5MG,100 EA,1,8.37
TACROLIMUS CP 0.5MG 100,SANDOZ CS,PROGRAF,0.5MG,100 EA,1,31.07
TACROLIMUS CP 1MG 100,ASCEND LABORATORIES CS,PROGRAF,1MG,100 EA,1,51.87
TACROLIMUS CP 1MG 100,BIOCON PHARMA INC CS,PROGRAF,1MG,100 EA,1,12.67
TACROLIMUS CP 1MG 100,SANDOZ CS,PROGRAF,1MG,100 EA,1,62.27
TACROLIMUS CP 5MG 100,ASCEND LABORATORIES CS,PROGRAF,5MG,100 EA,1,262.37
TACROLIMUS CP 5MG 100,BIOCON PHARMA INC CS,PROGRAF,5MG,100 EA,1,69.47
TACROLIMUS CP 5MG 100,SANDOZ CS,PROGRAF,5MG,100 EA,1,307.77
TACROLIMUS OI 0.03% 100GM,PADAGIS US LLC RX CS,PROTOPIC,0.03%,100 GM,1,145.07
TACROLIMUS OI 0.03% 30GM,PADAGIS US LLC RX CS,PROTOPIC,0.03%,30 GM,1,50.37
TACROLIMUS OI 0.03% 60GM,PADAGIS US LLC RX CS,PROTOPIC,0.03%,60 GM,1,107.57
TACROLIMUS OI 0.1% 100GM,PADAGIS US LLC RX CS,PROTOPIC,0.1%,100 GM,1,156.67
TACROLIMUS OI 0.1% 30GM,PADAGIS US LLC RX CS,PROTOPIC,0.1%,30 GM,1,51.87
TACROLIMUS OI 0.1% 60GM,PADAGIS US LLC RX CS,PROTOPIC,0.1%,60 GM,1,95.97
TADALAFIL TB 10MG 30,TORRENT PHARMA INC CS,CIALIS,10MG,30 EA,1,7.37
TADALAFIL TB 10MG 30,UNICHEM PHARMACEUTICAL USA CS,CIALIS,10MG,30 EA,1,3.47
TADALAFIL TB 20MG 30,TORRENT PHARMA INC CS,CIALIS,20MG,30 EA,1,7.17
TADALAFIL TB 20MG 30,UNICHEM PHARMACEUTICAL USA CS,CIALIS,20MG,30 EA,1,3.07
TADALAFIL TB 20MG 60,AUROBINDO PHARMA USA CS,ADCIRCA,20MG,60 EA,1,10.27
TADALAFIL TB 2.5MG 30,UNICHEM PHARMACEUTICAL USA CS,CIALIS,2.5MG,30 EA,1,3.07
TADALAFIL TB 5MG 30,AMNEAL PHARMACEUTICALS LLC CS,CIALIS,5MG,30 EA,1,3.37
TADALAFIL TB 5MG 30,UNICHEM PHARMACEUTICAL USA CS,CIALIS,5MG,30 EA,1,2.37
TAFLUPROST DR 0.0015% 30X0.3ML PF,INGENUS PHARMACEUTICALS LLC CS,ZIOPTAN,0.0015%,30 EA,1,58.67
TAFLUPROST DR 0.0015% 30X0.3ML PF,MICRO LABS USA INC CS,ZIOPTAN,0.0015%,30 EA,1,203.45
TAMOXIFEN CITRATE TB 10MG 60UU,TEVA PHARMA CS,NOLVADEX,10MG,60 EA,1,9.97
TAMOXIFEN TB 10MG 60,DR REDDYS LABS INC CS,NOLVADEX,10MG,60 EA,1,10.37
TAMOXIFEN TB 10MG 60,MYLAN PHARM CS,NOLVADEX,10MG,60 EA,1,28.56
TAMOXIFEN TB 20MG 30,MYLAN PHARM CS,NOLVADEX,20MG,30 EA,1,28.56
TAMOXIFEN TB 20MG 30UU,TEVA PHARMA CS,NOLVADEX,20MG,30 EA,1,8.07
TAMSULOSIN HCL CP 0.4MG 100,AUROBINDO PHARMA USA CS,FLOMAX,0.4MG,100 EA,1,5.17
TAMSULOSIN HCL CP 0.4MG 100,RISING PHARMA HOLDINGS INC CS,FLOMAX,0.4MG,100 EA,1,10.87
TAMSULOSIN HCL CP 0.4MG 500,AUROBINDO PHARMA USA CS,FLOMAX,0.4MG,500 EA,1,19.97
TASIMELTEON CP 20MG 30,AMNEAL PHARMACEUTICALS LLC CS,HETLIOZ,20MG,30 EA,1,7650.17
TAVABOROLE DR 5% 10ML TOP,ALEMBIC PHARMACEUTICALS INC CS,KERYDIN,5%,10 ML,1,29.87
TAZAROTENE CR 0.05% 30GM TOP,PADAGIS US LLC RX CS,TAZORAC,0.05%,30 GM,1,323.87
TAZAROTENE CR 0.05% 60GM TOP,PADAGIS US LLC RX CS,TAZORAC,0.05%,60 GM,1,647.47
TAZAROTENE CR 0.1% 30GM TOP,TARO PHARMACEUTICALS USA CS,TAZORAC,0.1%,30 GM,1,52.77
TAZAROTENE CR 0.1% 60GM TOP,TARO PHARMACEUTICALS USA CS,TAZORAC,0.1%,60 GM,1,103.77
TAZAROTENE GL 0.05% 30GM,PADAGIS US LLC RX CS,TAZORAC,0.05%,30 GM,1,323.97
TAZAROTENE GL 0.1% 30GM,PADAGIS US LLC RX CS,TAZORAC,0.1%,30 GM,1,296.97
TECHLITE SY 31GX5/16N 0.5ML 100,ARKRAY USA INC,,NOT AVAILABLE,100 EA,1,14.7
TELMISARTAN/AMLOD TB 40-10MG 30,MYLAN PHARM CS,TWYNSTA,40-10MG,30 EA,1,76.57
TELMISARTAN/AMLOD TB 40-5MG 30,MYLAN PHARM CS,TWYNSTA,40-5MG,30 EA,1,78.37
TELMISARTAN/AMLOD TB 80-10MG 30,MYLAN PHARM CS,TWYNSTA,80-10MG,30 EA,1,76.77
TELMISARTAN/AMLOD TB 80-5MG 30,MYLAN PHARM CS,TWYNSTA,80-5MG,30 EA,1,78.67
TELMISARTAN/HCTZ TB 40-12.5MG 30,ALEMBIC PHARMACEUTICALS INC CS,MICARDIS HCT,40-12.5MG,30 EA,1,41.57
TELMISARTAN/HCTZ TB 80-12.5MG 30,SOLCO HEALTHCARE US LLC CS,MICARDIS HCT,80-12.5MG,30 EA,1,6.87
TELMISARTAN TB 20MG 30,MYLAN PHARM CS,MICARDIS,20MG,30 EA,1,4.67
TELMISARTAN TB 20MG 90,MYLAN PHARM CS,MICARDIS,20MG,90 EA,1,11.57
TELMISARTAN TB 40MG 30,MYLAN PHARM CS,MICARDIS,40MG,30 EA,1,4.77
TELMISARTAN TB 40MG 90,MYLAN PHARM CS,MICARDIS,40MG,90 EA,1,11.37
TELMISARTAN TB 80MG 30,MYLAN PHARM CS,MICARDIS,80MG,30 EA,1,3.97
TELMISARTAN TB 80MG 90,MYLAN PHARM CS,MICARDIS,80MG,90 EA,1,11.37
TELMISRTN/HCTZ TB 40-12.5MG 30,SOLCO HEALTHCARE US LLC CS,MICARDIS HCT,40-12.5MG,30 EA,1,6.17
TELMISRTN/HCTZ TB 80-12.5MG 30,ALEMBIC PHARMACEUTICALS INC CS,MICARDIS HCT,80-12.5MG,30 EA,1,46.87
TELMISRTN/HCTZ TB 80-25MG 30,ALEMBIC PHARMACEUTICALS INC CS,MICARDIS HCT,80-25MG,30 EA,1,44.77
TELMISRTN/HCTZ TB 80-25MG 30,SOLCO HEALTHCARE US LLC CS,MICARDIS HCT,80-25MG,30 EA,1,5.37
TEMOZOLOMIDE CP 100MG 5,AMNEAL PHARMACEUTICALS LLC CS,TEMODAR,100MG,5 EA,1,28.47
TEMOZOLOMIDE CP 140MG 5,AMNEAL PHARMACEUTICALS LLC CS,TEMODAR,140MG,5 EA,1,38.87
TEMOZOLOMIDE CP 180MG 5,AMNEAL PHARMACEUTICALS LLC CS,TEMODAR,180MG,5 EA,1,50.37
TEMOZOLOMIDE CP 20MG 5,AMNEAL PHARMACEUTICALS LLC CS,TEMODAR,20MG,5 EA,1,14.77
TEMOZOLOMIDE CP 250MG 5,AMNEAL PHARMACEUTICALS LLC CS,TEMODAR,250MG,5 EA,1,56.97
TEMOZOLOMIDE CP 5MG 5,AMNEAL PHARMACEUTICALS LLC CS,TEMODAR,5MG,5 EA,1,4.47
TENOFOVIR DF TB 300MG 30,MACLEODS PHARMA USA INC CS,VIREAD,300MG,30 EA,1,10.67
TENOFOVIR DF TB 300MG 30,STRIDES PHARMA INC CS NCBNET,VIREAD,300MG,30 EA,1,12.97
TEPADINA PR 15MG,AMNEAL PHARMACEUTICALS LLC,,15MG,1 EA,1,129.87
TERAZOSIN CP 10MG 100,BIONPHARMA INC CS,HYTRIN,10MG,100 EA,1,8.07
TERAZOSIN CP 1MG 100,BIONPHARMA INC CS,HYTRIN,1MG,100 EA,1,6.37
TERAZOSIN CP 2MG 100,BIONPHARMA INC CS,HYTRIN,2MG,100 EA,1,5.97
TERAZOSIN CP 2MG 1000,BIONPHARMA INC CS,,2MG,1000 EA,1,59.77
TERAZOSIN CP 5MG 100,BIONPHARMA INC CS,HYTRIN,5MG,100 EA,1,7.17
TERAZOSIN CP 5MG 1000,BIONPHARMA INC CS,,5MG,1000 EA,1,81.07
TERBINAFINE HCL CR 1% 15GM,OHM LABORATORIES INC GWSA,LAMISIL,1%,15 GM,1,5.07
TERBINAFINE HCL CR 1% 30GM,OHM LABORATORIES INC GWSA,LAMISIL,1%,30 GM,1,7.67
TERBINAFINE HCL TB 250MG 100,BRECKENRIDGE PHARM INC CS,LAMISIL,250MG,100 EA,1,10.57
TERBINAFINE HCL TB 250MG 100,CIPLA USA INC CS,LAMISIL,250MG,100 EA,1,9.57
TERBINAFINE HCL TB 250MG 30,AUROBINDO PHARMA USA CS,LAMISIL,250MG,30 EA,1,6.07
TERBINAFINE HCL TB 250MG 30,CIPLA USA INC CS,LAMISIL,250MG,30 EA,1,3.57
TERBUTALINE TB 2.5MG 100,GLOBAL PHARM IMPAX LABS CS,BRETHINE,2.5MG,100 EA,1,209.27
TERBUTALINE TB 5MG 100,GLOBAL PHARM IMPAX LABS CS,BRETHINE,5MG,100 EA,1,252.17
TERCONAZOLE CR 0.4% 45GM W/APL,TARO PHARMACEUTICALS USA CS,TERAZOL 7,0.4%,45 GM,1,17.97
TERCONAZOLE CR 0.8% 20GM W/APL,SANDOZ CS,TERAZOL 3,0.8%,20 GM,1,13.67
TERCONAZOLE SU 80MG 3 VAG W/APL,COSETTE PHARMA INC CS,TERAZOL 3,80MG,3 EA,1,50.27
TERIFLUNOMIDE TB 14MG 30,CAMBER PHARMA CS,AUBAGIO,14MG,30 EA,1,15.57
TERIFLUNOMIDE TB 7MG 30,CAMBER PHARMA CS,AUBAGIO,7MG,30 EA,1,16.47
TERIPARATIDE SY250MCG/ML2.24MLPPN,PRASCO LABS CS,FORTEO,250MCG/ML,2.24 ML,1,1080.17
TERIPARATIDE SY 250MCG/ML 2.4ML,PRASCO LABS CS,FORTEO,250MCG/ML,2.4 ML,1,1080.17
TETRABENAZINE TB 12.5MG 112,DR REDDYS LABS INC CS,XENAZINE,12.5MG,112 EA,1,85.67
TETRABENAZINE TB 25MG 112,DR REDDYS LABS INC CS,XENAZINE,25MG,112 EA,1,149.87
TETRACAINE HCL DR 0.5% 15ML OPTH,BAUSCH LOMB AMERICAS GWSA,PONTOCAINE,0.5%,15 ML,1,74.87
TETRACYC/BIS SC/METRON CP 120 10D,INGENUS PHARMACEUTICALS LLC CS,PYLERA,125-140-125MG,120 EA,1,468.17
THEOPHYLLINE TB 300MG 100 ER CPLT,ALEMBIC PHARMACEUTICALS INC CS,THEO-DUR,300MG,100 EA,1,28.97
THEOPHYLLINE TB 400MG 100 ER,GLENMARK PHARMA INC USA CS,UNI-DUR,400MG,100 EA,1,42.57
THEOPHYLLINE TB 450MG 100 ER CPLT,ALEMBIC PHARMACEUTICALS INC CS,THEO-DUR,450MG,100 EA,1,52.37
THEOPHYLLINE TB 600MG 100 SR,GLENMARK PHARMA INC USA CS,UNI-DUR,600MG,100 EA,1,59.37
THERA-DERM MOISTURE LT 8OZ,MAJOR PHARMACEUTICALS CHLC,,NOT AVAILABLE,8 OZ,1,1.8
THERA-DERM MOISTURE LT 8OZ,MAJOR PHARMACEUTICALS NLC,,NOT AVAILABLE,8 OZ,1,1.8
THERA-GEL SH 0.5% 8.5OZ,MAJOR PHARMACEUTICALS CHLC,,0.5%,8.5 OZ,1,2.25
THERA TB 10X10UD,MAJOR PHARMACEUTICALS CHLC,THERAGRAN,NOT AVAILABLE,10X10EA,1,3.68
THERA TB 10X10UD,MAJOR PHARMACEUTICALS NLC,THERAGRAN,NOT AVAILABLE,10X10EA,1,3.68
THEREMS MULTIVITAMIN TB 130,MAJOR RUGBY LABS CHLC,,NOT AVAILABLE,130 EA,1,3.12
THEREMS MULTIVITAMIN TB 130,MAJOR RUGBY LABS NLC,,NOT AVAILABLE,130 EA,1,3.12
THIORIDAZINE TB 100MG 100,MYLAN PHARM CS,MELLARIL,100MG,100 EA,1,63.17
THIORIDAZINE TB 10MG 100,MYLAN PHARM CS,MELLARIL,10MG,100 EA,1,32.37
THIORIDAZINE TB 25MG 100,MYLAN PHARM CS,MELLARIL,25MG,100 EA,1,45.37
THIORIDAZINE TB 50MG 100,MYLAN PHARM CS,MELLARIL,50MG,100 EA,1,53.07
THIOTHIXENE CP 10MG 100,ANI PHARMACEUTICALS INC CS,NAVANE,10MG,100 EA,1,152.97
THIOTHIXENE CP 1MG 100,ANI PHARMACEUTICALS INC CS,NAVANE,1MG,100 EA,1,72.17
THIOTHIXENE CP 2MG 100,ANI PHARMACEUTICALS INC CS,NAVANE,2MG,100 EA,1,76.97
THIOTHIXENE CP 5MG 100,ANI PHARMACEUTICALS INC CS,NAVANE,5MG,100 EA,1,126.37
THYROID TB 120MG 100,ANI PHARMACEUTICALS INC CS,ARMOUR THYROID,120MG,100 EA,1,77.97
THYROID TB 15MG 100,ANI PHARMACEUTICALS INC CS,ARMOUR THYROID,15MG,100 EA,1,44.37
THYROID TB 30MG 100,ANI PHARMACEUTICALS INC CS,ARMOUR THYROID,30MG,100 EA,1,52.17
THYROID TB 60MG 100,ANI PHARMACEUTICALS INC CS,ARMOUR THYROID,60MG,100 EA,1,57.87
THYROID TB 90MG 100,ANI PHARMACEUTICALS INC CS,ARMOUR THYROID,90MG,100 EA,1,90.07
TICAGRELOR TB 60MG 60,TEVA PHARMA CS,BRILINTA,60MG,60 EA,1,299.77
TICAGRELOR TB 90MG 60,ASCEND LABORATORIES CS,BRILINTA,90MG,60 EA,1,21.07
TIMOLOL DR 0.5% 10ML OPTH TOP,SOMERSET PHARMA LLC CS,BETIMOL,0.5%,10 ML,1,192.97
TIMOLOL DR 0.5% 15ML OPTH TOP,SOMERSET PHARMA LLC CS,BETIMOL,0.5%,15 ML,1,257.27
TIMOLOL DR 0.5% 5ML OPTH TOP,SOMERSET PHARMA LLC CS,BETIMOL,0.5%,5 ML,1,102.97
TIMOLOL MAL DR 0.25% 10ML OPTH,SANDOZ CS,TIMOPTIC,0.25%,10 ML,1,4.97
TIMOLOL MAL DR 0.25% 15ML OPTH,SANDOZ CS,TIMOPTIC,0.25%,15 ML,1,8.67
TIMOLOL MAL DR 0.25% 5ML OPTH,SANDOZ CS,TIMOPTIC,0.25%,5 ML,1,2.17
TIMOLOL MAL DR 0.25% 5ML OPTHGLSL,DR REDDYS LABS INC CS,TIMOPTIC-XE,0.25%,5 ML,1,55.17
TIMOLOL MAL DR 0.25%60X0.3MLUD PF,INGENUS PHARMACEUTICALS LLC CS,TIMOPTIC OCUDOSE,0.25%,60 EA,1,311.17
TIMOLOL MAL DR 0.5% 10ML OPTH,SANDOZ CS,TIMOPTIC,0.5%,10 ML,1,6.37
TIMOLOL MAL DR 0.5% 15ML OPTH,SANDOZ CS,TIMOPTIC,0.5%,15 ML,1,10.47
TIMOLOL MAL DR 0.5% 2.5ML OPTH,BAUSCH LOMB AMERICAS CS,ISTALOL,0.5%,2.5 ML,1,64.07
TIMOLOL MAL DR 0.5% 5ML OPTH,BAUSCH LOMB AMERICAS CS,ISTALOL,0.5%,5 ML,1,128.07
TIMOLOL MAL DR 0.5% 5ML OPTH,SANDOZ CS,TIMOPTIC,0.5%,5 ML,1,3.87
TIMOLOL MAL DR 0.5% 5ML OPTH GLSL,DR REDDYS LABS INC CS,TIMOPTIC-XE,0.5%,5 ML,1,58.77
TIMOLOL MAL DR0.5%60X0.3ML OPTHUD,NORDIC PHARMA INC CS,TIMOPTIC OCUDOSE,0.5%,60 EA,1,90.07
TIMOLOL MALEATE DR 0.25%10ML OPTH,RISING PHARMA HOLDINGS INC CS,TIMOPTIC,0.25%,10 ML,1,7.47
TIMOLOL MALEATE DR 0.25% 5ML OPTH,RISING PHARMA HOLDINGS INC CS,TIMOPTIC,0.25%,5 ML,1,2.67
TIMOLOL MALEATE DR 0.5% 15ML OPTH,RISING PHARMA HOLDINGS INC CS,TIMOPTIC,0.5%,15 ML,1,10.97
TIMOLOL MALEATE DR 0.5% 5ML OPTH,RISING PHARMA HOLDINGS INC CS,TIMOPTIC,0.5%,5 ML,1,4.97
TIMOLOL MAL TB 10MG 100,RISING PHARMA HOLDINGS INC CS,,10MG,100 EA,1,72.67
TINIDAZOLE TB 500MG 12 CPLT,RISING PHARMA HOLDINGS INC CS,TINDAMAX,500MG,12 EA,1,24.37
TINIDAZOLE TB 500MG 20,DEXCEL PHARMA USA CS,TINDAMAX,500MG,20 EA,1,45.17
TIOTROPIUM BROMIDE IN 18MCG 30,LUPIN PHARMA INC CS NCBNET,SPIRIVA HANDIHALER,18MCG,30 EA,1,320.07
